SECCION;IPCC_SECTOR;IPCC_DIVISION;IPCC_CLASS;IPCC_SUBCLASS;CONTAMINANTE;UNIDAD;CO2EQ1990;CO2EQ1991;CO2EQ1992;CO2EQ1993;CO2EQ1994;CO2EQ1995;CO2EQ1996;CO2EQ1997;CO2EQ1998;CO2EQ1999;CO2EQ2000;CO2EQ2001;CO2EQ2002;CO2EQ2003;CO2EQ2004;CO2EQ2005;CO2EQ2006;CO2EQ2007;CO2EQ2008;CO2EQ2009;CO2EQ2010;CO2EQ2011;CO2EQ2012;CO2EQ2013;CO2EQ2014;CO2EQ2015;CO2EQ2016;CO2EQ2017;CO2EQ2018;CO2EQ2019;CO2EQ2020;EM1990;EM1991;EM1992;EM1993;EM1994;EM1995;EM1996;EM1997;EM1998;EM1999;EM2000;EM2001;EM2002;EM2003;EM2004;EM2005;EM2006;EM2007;EM2008;EM2009;EM2010;EM2011;EM2012;EM2013;EM2014;EM2015;EM2016;EM2017;EM2018;EM2019;EM2020;;;;;;;;;;
INV;3;A;3;2;CH4;Gg;19,14;23,05;27,82;27,20;33,87;31,22;24,39;21,96;30,92;37,65;45,47;53,24;51,49;56,54;59,25;55,38;45,35;59,16;65,18;52,02;60,22;64,31;56,89;50,63;57,37;67,35;76,86;75,41;82,06;88,82;85,03;0,77;0,92;1,11;1,09;1,35;1,25;0,98;0,88;1,24;1,51;1,82;2,13;2,06;2,26;2,37;2,22;1,81;2,37;2,61;2,08;2,41;2,57;2,28;2,03;2,29;2,69;3,07;3,02;3,28;3,55;3,40;;;;;;;;;;
INV;3;A;4;2;CH4;Gg;999,38;820,79;776,30;798,36;854,74;702,56;772,85;789,34;738,36;730,43;775,38;804,66;795,45;831,59;749,91;753,71;728,90;725,98;766,27;766,30;728,80;673,84;630,84;625,88;636,99;657,04;734,95;731,59;643,83;614,51;610,02;39,98;32,83;31,05;31,93;34,19;28,10;30,91;31,57;29,53;29,22;31,02;32,19;31,82;33,26;30,00;30,15;29,16;29,04;30,65;30,65;29,15;26,95;25,23;25,04;25,48;26,28;29,40;29,26;25,75;24,58;24,40;;;;;;;;;;
INV;3;A;4;3;CH4;Gg;92,59;92,34;92,09;91,83;91,58;91,33;91,07;90,82;90,57;90,31;92,37;94,44;96,50;98,57;100,63;102,69;105,11;170,04;194,59;209,38;236,11;241,81;229,97;231,27;223,46;247,37;249,83;220,68;226,55;221,98;223,36;3,70;3,69;3,68;3,67;3,66;3,65;3,64;3,63;3,62;3,61;3,69;3,78;3,86;3,94;4,03;4,11;4,20;6,80;7,78;8,38;9,44;9,67;9,20;9,25;8,94;9,89;9,99;8,83;9,06;8,88;8,93;;;;;;;;;;
INV;3;A;4;4;CH4;Gg;46,03;42,89;39,75;36,61;33,47;30,33;27,19;24,05;20,91;17,77;15,76;13,76;11,75;9,75;7,74;5,74;3,72;6,79;7,74;8,26;8,80;9,19;8,88;8,85;8,80;9,42;9,44;8,66;8,65;8,50;8,50;1,84;1,72;1,59;1,46;1,34;1,21;1,09;0,96;0,84;0,71;0,63;0,55;0,47;0,39;0,31;0,23;0,15;0,27;0,31;0,33;0,35;0,37;0,36;0,35;0,35;0,38;0,38;0,35;0,35;0,34;0,34;;;;;;;;;;
INV;3;B;1;1;CH4;Gg;1.652,48;1.452,89;1.374,71;1.308,00;1.452,59;1.609,04;1.546,18;1.646,50;1.628,67;1.587,84;1.591,37;1.680,10;1.620,00;1.635,47;1.596,12;1.374,32;1.391,34;1.345,51;1.294,26;1.292,13;1.219,04;1.299,97;1.242,78;1.197,11;1.325,14;1.327,39;1.288,54;1.348,12;1.303,12;1.326,47;1.346,79;66,10;58,12;54,99;52,32;58,10;64,36;61,85;65,86;65,15;63,51;63,65;67,20;64,80;65,42;63,84;54,97;55,65;53,82;51,77;51,69;48,76;52,00;49,71;47,88;53,01;53,10;51,54;53,92;52,12;53,06;53,87;;;;;;;;;;
INV;3;B;1;2;CH4;Gg;132,91;127,40;135,16;123,43;134,44;127,79;139,28;141,55;140,25;140,92;157,96;152,78;148,85;153,36;141,85;146,98;149,83;147,89;133,40;138,43;131,03;120,16;114,72;109,54;106,83;111,10;109,25;110,14;107,01;106,73;107,96;5,32;5,10;5,41;4,94;5,38;5,11;5,57;5,66;5,61;5,64;6,32;6,11;5,95;6,13;5,67;5,88;5,99;5,92;5,34;5,54;5,24;4,81;4,59;4,38;4,27;4,44;4,37;4,41;4,28;4,27;4,32;;;;;;;;;;
INV;3;B;1;3;CH4;Gg;4.958,83;4.449,73;4.827,55;4.745,56;5.040,69;5.265,70;4.944,17;5.350,72;5.454,04;5.672,52;6.584,65;6.412,02;6.282,24;6.491,34;6.533,99;5.786,85;5.510,60;5.789,96;5.235,92;5.578,46;4.529,09;4.871,50;4.607,47;4.321,33;4.610,16;4.870,01;4.914,12;5.108,89;5.147,47;5.294,21;5.579,00;198,35;177,99;193,10;189,82;201,63;210,63;197,77;214,03;218,16;226,90;263,39;256,48;251,29;259,65;261,36;231,47;220,42;231,60;209,44;223,14;181,16;194,86;184,30;172,85;184,41;194,80;196,56;204,36;205,90;211,77;223,16;;;;;;;;;;
INV;3;B;1;4;CH4;Gg;183,13;176,93;177,80;160,47;174,32;175,48;174,46;191,71;189,23;178,40;187,01;196,19;189,69;192,79;190,40;183,32;179,65;208,95;204,06;205,33;209,98;215,00;208,49;204,78;208,72;215,16;222,51;219,02;220,53;218,39;217,48;7,33;7,08;7,11;6,42;6,97;7,02;6,98;7,67;7,57;7,14;7,48;7,85;7,59;7,71;7,62;7,33;7,19;8,36;8,16;8,21;8,40;8,60;8,34;8,19;8,35;8,61;8,90;8,76;8,82;8,74;8,70;;;;;;;;;;
INV;3;B;2;1;N2O;Gg;316,82;310,32;292,67;291,18;295,87;319,70;329,51;333,61;346,36;338,91;350,10;364,93;357,46;350,75;365,29;356,71;343,88;333,18;317,47;292,80;296,72;292,21;292,93;289,55;300,74;314,16;319,53;325,83;332,04;331,51;327,35;1,06;1,04;0,98;0,98;0,99;1,07;1,11;1,12;1,16;1,14;1,17;1,22;1,20;1,18;1,23;1,20;1,15;1,12;1,07;0,98;1,00;0,98;0,98;0,97;1,01;1,05;1,07;1,09;1,11;1,11;1,10;;;;;;;;;;
INV;3;B;2;2;N2O;Gg;71,70;69,73;69,89;71,48;63,29;53,72;76,22;69,94;71,61;66,00;81,76;85,44;77,81;78,20;71,23;71,22;79,77;75,32;75,53;81,21;78,25;63,09;69,40;66,57;64,53;69,08;63,84;64,16;64,44;62,17;62,14;0,24;0,23;0,23;0,24;0,21;0,18;0,26;0,23;0,24;0,22;0,27;0,29;0,26;0,26;0,24;0,24;0,27;0,25;0,25;0,27;0,26;0,21;0,23;0,22;0,22;0,23;0,21;0,22;0,22;0,21;0,21;;;;;;;;;;
INV;3;B;2;3;N2O;Gg;212,56;202,54;221,38;225,28;222,94;218,09;215,23;223,82;241,53;251,39;281,66;275,93;278,39;279,55;293,34;292,77;269,85;277,23;257,90;266,63;250,41;254,05;249,50;248,94;250,07;263,48;270,88;279,85;290,40;294,05;308,65;0,71;0,68;0,74;0,76;0,75;0,73;0,72;0,75;0,81;0,84;0,95;0,93;0,93;0,94;0,98;0,98;0,91;0,93;0,87;0,89;0,84;0,85;0,84;0,84;0,84;0,88;0,91;0,94;0,97;0,99;1,04;;;;;;;;;;
INV;3;B;2;4;N2O;Gg;89,12;86,72;86,72;81,81;86,35;89,45;92,85;96,75;96,34;90,89;101,20;107,27;105,17;105,50;104,90;103,71;105,93;116,95;114,72;114,08;123,70;121,21;118,96;119,72;120,91;117,43;128,32;130,01;130,11;127,86;129,49;0,30;0,29;0,29;0,27;0,29;0,30;0,31;0,32;0,32;0,30;0,34;0,36;0,35;0,35;0,35;0,35;0,36;0,39;0,38;0,38;0,42;0,41;0,40;0,40;0,41;0,39;0,43;0,44;0,44;0,43;0,43;;;;;;;;;;
INV;3;B;2;5;N2O;Gg;730,73;722,42;731,64;718,55;728,44;737,89;759,17;785,80;822,83;807,72;868,14;891,40;873,56;871,70;885,38;868,18;842,41;852,75;794,14;772,83;749,03;741,38;739,30;732,32;744,50;768,37;785,39;798,74;820,68;821,72;830,66;2,45;2,42;2,46;2,41;2,44;2,48;2,55;2,64;2,76;2,71;2,91;2,99;2,93;2,93;2,97;2,91;2,83;2,86;2,66;2,59;2,51;2,49;2,48;2,46;2,50;2,58;2,64;2,68;2,75;2,76;2,79;;;;;;;;;;
INV;3;C;1;1;CH4;Gg;371,44;385,70;360,52;232,91;296,43;267,57;438,65;469,97;467,91;449,47;478,26;478,81;459,89;481,47;501,55;485,28;440,69;424,30;399,32;484,97;497,42;496,83;451,79;451,19;442,27;439,99;469,66;433,20;424,26;418,58;418,58;14,86;15,43;14,42;9,32;11,86;10,70;17,55;18,80;18,72;17,98;19,13;19,15;18,40;19,26;20,06;19,41;17,63;16,97;15,97;19,40;19,90;19,87;18,07;18,05;17,69;17,60;18,79;17,33;16,97;16,74;16,74;;;;;;;;;;
INV;3;D;1;1;N2O;Gg;4.976,41;4.934,67;4.536,43;3.765,47;4.599,78;4.240,35;5.335,93;4.810,13;5.194,23;5.585,73;5.919,33;5.225,76;4.738,87;5.541,49;4.950,31;4.253,87;4.476,55;4.554,55;3.406,27;3.585,56;4.331,93;3.892,32;3.881,41;4.435,19;5.093,78;4.936,13;4.536,12;4.956,03;4.776,74;4.670,41;4.895,57;16,70;16,56;15,22;12,64;15,44;14,23;17,91;16,14;17,43;18,74;19,86;17,54;15,90;18,60;16,61;14,27;15,02;15,28;11,43;12,03;14,54;13,06;13,02;14,88;17,09;16,56;15,22;16,63;16,03;15,67;16,43;;;;;;;;;;
INV;3;D;1;2;N2O;Gg;1.910,63;1.853,16;1.874,31;1.853,95;1.854,00;1.872,41;1.938,06;1.994,69;2.094,91;2.084,73;2.224,18;2.272,97;2.255,17;2.242,84;2.312,24;2.264,86;2.173,95;2.239,49;2.142,92;2.144,10;2.136,33;2.114,95;2.111,86;2.010,00;2.055,71;2.120,72;2.171,92;2.259,39;2.311,09;2.316,73;2.359,33;6,41;6,22;6,29;6,22;6,22;6,28;6,50;6,69;7,03;7,00;7,46;7,63;7,57;7,53;7,76;7,60;7,30;7,52;7,19;7,19;7,17;7,10;7,09;6,74;6,90;7,12;7,29;7,58;7,76;7,77;7,92;;;;;;;;;;
INV;3;D;1;3;N2O;Gg;1.656,19;1.663,03;1.740,60;1.781,09;1.902,73;1.924,73;2.109,07;2.048,66;2.072,10;2.306,60;2.379,94;2.416,48;2.492,28;2.579,30;2.599,20;2.523,21;2.430,52;2.594,51;2.487,56;2.424,05;2.465,38;2.385,62;2.263,61;2.181,77;2.292,94;2.410,57;2.486,62;2.501,04;2.528,51;2.554,53;2.578,36;5,56;5,58;5,84;5,98;6,38;6,46;7,08;6,87;6,95;7,74;7,99;8,11;8,36;8,66;8,72;8,47;8,16;8,71;8,35;8,13;8,27;8,01;7,60;7,32;7,69;8,09;8,34;8,39;8,48;8,57;8,65;;;;;;;;;;
INV;3;D;1;4;N2O;Gg;536,22;500,95;523,00;504,72;461,63;391,36;571,39;617,00;597,45;561,11;755,90;800,65;785,56;839,72;843,66;695,93;759,51;791,33;776,40;758,20;767,07;827,64;686,50;891,60;786,62;795,80;833,81;751,15;907,66;787,77;787,77;1,80;1,68;1,76;1,69;1,55;1,31;1,92;2,07;2,00;1,88;2,54;2,69;2,64;2,82;2,83;2,34;2,55;2,66;2,61;2,54;2,57;2,78;2,30;2,99;2,64;2,67;2,80;2,52;3,05;2,64;2,64;;;;;;;;;;
INV;3;D;2;1;N2O;Gg;1.021,74;983,41;974,63;894,37;965,77;929,83;1.060,58;1.035,32;1.098,89;1.139,81;1.227,80;1.207,57;1.177,74;1.233,90;1.210,83;1.097,52;1.106,69;1.141,16;1.017,27;1.035,48;1.064,20;1.016,80;1.002,51;1.026,34;1.105,97;1.117,22;1.120,23;1.182,00;1.155,71;1.139,66;1.189,05;3,43;3,30;3,27;3,00;3,24;3,12;3,56;3,47;3,69;3,82;4,12;4,05;3,95;4,14;4,06;3,68;3,71;3,83;3,41;3,47;3,57;3,41;3,36;3,44;3,71;3,75;3,76;3,97;3,88;3,82;3,99;;;;;;;;;;
INV;3;D;2;2;N2O;Gg;460,79;456,96;446,13;417,92;457,01;440,51;517,10;501,22;521,99;541,62;576,74;564,98;549,82;589,98;571,17;534,89;539,88;559,35;493,97;501,48;540,52;522,51;515,00;555,29;579,85;585,31;571,45;585,39;593,23;578,30;593,89;1,55;1,53;1,50;1,40;1,53;1,48;1,74;1,68;1,75;1,82;1,94;1,90;1,85;1,98;1,92;1,79;1,81;1,88;1,66;1,68;1,81;1,75;1,73;1,86;1,95;1,96;1,92;1,96;1,99;1,94;1,99;;;;;;;;;;
INV;3;F;1;1;CH4;Gg;147,75;162,00;130,71;142,33;117,54;91,00;151,73;120,65;138,38;136,52;53,72;16,79;22,46;19,52;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,91;6,48;5,23;5,69;4,70;3,64;6,07;4,83;5,54;5,46;2,15;0,67;0,90;0,78;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
INV;3;F;1;1;N2O;Gg;45,66;50,07;40,40;43,98;36,33;28,12;46,89;37,29;42,77;42,19;16,60;5,19;6,94;6,03;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,15;0,17;0,14;0,15;0,12;0,09;0,16;0,13;0,14;0,14;0,06;0,02;0,02;0,02;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
INV;3;F;1;2;CH4;Gg;179,69;172,45;118,39;165,21;128,43;87,98;166,26;135,94;168,90;119,53;50,49;12,09;16,44;16,51;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,19;6,90;4,74;6,61;5,14;3,52;6,65;5,44;6,76;4,78;2,02;0,48;0,66;0,66;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
INV;3;F;1;2;N2O;Gg;55,53;53,29;36,59;51,06;39,69;27,19;51,38;42,01;52,20;36,94;15,60;3,73;5,08;5,10;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,19;0,18;0,12;0,17;0,13;0,09;0,17;0,14;0,18;0,12;0,05;0,01;0,02;0,02;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
INV;3;F;1;3;CH4;Gg;85,97;88,86;71,20;43,50;56,77;61,83;82,49;96,82;93,58;80,67;23,75;11,93;10,93;10,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,44;3,55;2,85;1,74;2,27;2,47;3,30;3,87;3,74;3,23;0,95;0,48;0,44;0,42;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
INV;3;F;1;3;N2O;Gg;26,57;27,46;22,00;13,44;17,54;19,11;25,49;29,92;28,92;24,93;7,34;3,69;3,38;3,28;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,09;0,09;0,07;0,05;0,06;0,06;0,09;0,10;0,10;0,08;0,02;0,01;0,01;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
INV;3;F;1;4;CH4;Gg;19,00;17,76;14,81;13,37;12,75;8,93;18,28;16,55;18,05;16,52;6,19;2,24;2,63;2,58;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,76;0,71;0,59;0,53;0,51;0,36;0,73;0,66;0,72;0,66;0,25;0,09;0,11;0,10;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
INV;3;F;1;4;N2O;Gg;5,87;5,49;4,58;4,13;3,94;2,76;5,65;5,11;5,58;5,11;1,91;0,69;0,81;0,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,02;0,02;0,02;0,01;0,01;0,01;0,02;0,02;0,02;0,02;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
INV;3;F;2;1;CH4;Gg;0,16;0,04;0,13;0,01;0,03;0,02;0,04;0,03;0,04;0,04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
INV;3;F;2;1;N2O;Gg;0,05;0,01;0,04;0,00;0,01;0,01;0,01;0,01;0,01;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
INV;3;F;3;1;CH4;Gg;100,68;99,78;99,57;74,00;73,54;75,51;71,61;60,64;57,63;61,34;27,97;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,03;3,99;3,98;2,96;2,94;3,02;2,86;2,43;2,31;2,45;1,12;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
INV;3;F;3;1;N2O;Gg;31,11;30,83;30,77;22,87;22,73;23,34;22,13;18,74;17,81;18,96;8,64;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,10;0,10;0,10;0,08;0,08;0,08;0,07;0,06;0,06;0,06;0,03;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
INV;3;F;4;;CH4;Gg;3,87;3,71;3,70;3,41;3,08;2,23;1,47;1,80;2,32;2,60;1,11;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,15;0,15;0,15;0,14;0,12;0,09;0,06;0,07;0,09;0,10;0,04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
INV;3;F;4;;N2O;Gg;1,19;1,15;1,14;1,05;0,95;0,69;0,45;0,56;0,72;0,80;0,34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
INV;3;F;5;;CH4;Gg;89,09;80,41;90,47;84,74;71,08;50,16;89,79;115,35;112,44;102,74;57,61;30,79;28,60;31,65;35,21;31,66;15,46;12,83;7,97;7,92;10,04;17,78;14,50;11,74;22,78;23,19;16,01;19,07;22,50;20,22;20,22;3,56;3,22;3,62;3,39;2,84;2,01;3,59;4,61;4,50;4,11;2,30;1,23;1,14;1,27;1,41;1,27;0,62;0,51;0,32;0,32;0,40;0,71;0,58;0,47;0,91;0,93;0,64;0,76;0,90;0,81;0,81;;;;;;;;;;
INV;3;F;5;;N2O;Gg;27,53;24,85;27,96;26,19;21,97;15,50;27,75;35,65;34,75;31,75;17,80;9,52;8,84;9,78;10,88;9,78;4,78;3,96;2,46;2,45;3,10;5,49;4,48;3,63;7,04;7,17;4,95;5,89;6,95;6,25;6,25;0,09;0,08;0,09;0,09;0,07;0,05;0,09;0,12;0,12;0,11;0,06;0,03;0,03;0,03;0,04;0,03;0,02;0,01;0,01;0,01;0,01;0,02;0,02;0,01;0,02;0,02;0,02;0,02;0,02;0,02;0,02;;;;;;;;;;
INV;3;G;1;;CO2;Gg;82,07;82,07;82,73;107,35;97,04;96,58;107,22;109,61;115,13;109,48;108,11;94,08;115,02;82,61;94,39;97,02;77,66;70,37;45,01;49,51;53,35;52,51;44,96;41,34;37,71;38,98;39,90;40,96;25,59;32,02;30,23;82,07;82,07;82,73;107,35;97,04;96,58;107,22;109,61;115,13;109,48;108,11;94,08;115,02;82,61;94,39;97,02;77,66;70,37;45,01;49,51;53,35;52,51;44,96;41,34;37,71;38,98;39,90;40,96;25,59;32,02;30,23;;;;;;;;;;
INV;3;G;2;;CO2;Gg;0,78;0,78;0,78;1,02;0,92;0,91;1,01;1,04;1,09;1,04;1,02;0,89;1,09;0,78;0,89;0,92;0,73;0,67;0,69;0,65;0,51;0,24;0,18;0,19;0,20;0,05;0,24;0,28;0,18;0,19;0,15;0,78;0,78;0,78;1,02;0,92;0,91;1,01;1,04;1,09;1,04;1,02;0,89;1,09;0,78;0,89;0,92;0,73;0,67;0,69;0,65;0,51;0,24;0,18;0,19;0,20;0,05;0,24;0,28;0,18;0,19;0,15;;;;;;;;;;
INV;3;H;;;CO2;Gg;437,84;372,57;379,91;300,15;324,29;256,43;397,62;383,62;436,24;475,05;529,64;499,59;453,75;505,84;456,89;349,66;417,19;426,27;316,98;436,19;473,27;420,11;421,81;485,91;587,47;511,07;511,63;609,76;507,87;455,24;544,96;437,84;372,57;379,91;300,15;324,29;256,43;397,62;383,62;436,24;475,05;529,64;499,59;453,75;505,84;456,89;349,66;417,19;426,27;316,98;436,19;473,27;420,11;421,81;485,91;587,47;511,07;511,63;609,76;507,87;455,24;544,96;;;;;;;;;;
INV;3;I;;;CO2;Gg;77,16;91,94;75,02;75,61;94,18;74,44;88,91;80,33;88,32;119,06;122,99;82,12;67,38;91,66;81,74;88,06;87,07;77,90;63,50;64,24;81,66;72,22;62,81;71,91;78,96;75,14;60,74;52,75;75,50;72,11;62,49;77,16;91,94;75,02;75,61;94,18;74,44;88,91;80,33;88,32;119,06;122,99;82,12;67,38;91,66;81,74;88,06;87,07;77,90;63,50;64,24;81,66;72,22;62,81;71,91;78,96;75,14;60,74;52,75;75,50;72,11;62,49;;;;;;;;;;
INV;5;A;1;a;CH4;Gg;4.323,68;4.597,31;4.916,78;5.227,38;5.508,61;5.899,08;6.252,82;6.672,98;7.043,01;7.422,90;7.739,49;8.134,00;8.412,93;8.289,63;7.959,57;8.282,10;8.592,56;8.881,04;9.145,97;10.529,27;9.597,92;10.234,22;10.252,87;9.995,68;9.157,03;9.944,53;9.519,93;9.350,01;9.257,25;8.984,20;8.894,39;172,95;183,89;196,67;209,10;220,34;235,96;250,11;266,92;281,72;296,92;309,58;325,36;336,52;331,59;318,38;331,28;343,70;355,24;365,84;421,17;383,92;409,37;410,11;399,83;366,28;397,78;380,80;374,00;370,29;359,37;355,78;;;;;;;;;;
INV;5;A;2;;CH4;Gg;1.150,12;1.238,73;1.351,88;1.437,77;1.490,90;1.500,42;1.474,10;1.502,34;1.516,39;1.521,33;1.481,49;1.447,45;1.382,64;1.329,59;1.276,34;1.227,39;1.186,43;1.144,40;1.101,19;1.051,11;998,09;947,73;897,42;848,72;803,78;762,06;723,16;686,76;652,60;620,48;590,22;46,00;49,55;54,08;57,51;59,64;60,02;58,96;60,09;60,66;60,85;59,26;57,90;55,31;53,18;51,05;49,10;47,46;45,78;44,05;42,04;39,92;37,91;35,90;33,95;32,15;30,48;28,93;27,47;26,10;24,82;23,61;;;;;;;;;;
INV;5;B;1;a;CH4;Gg;119,16;88,20;68,21;72,51;82,27;96,97;111,28;139,62;140,08;154,29;191,99;211,70;259,44;276,18;330,41;342,97;365,71;387,01;422,30;437,65;453,25;429,35;412,49;379,95;347,36;364,95;358,37;358,98;325,23;297,13;297,13;4,77;3,53;2,73;2,90;3,29;3,88;4,45;5,58;5,60;6,17;7,68;8,47;10,38;11,05;13,22;13,72;14,63;15,48;16,89;17,51;18,13;17,17;16,50;15,20;13,89;14,60;14,33;14,36;13,01;11,89;11,89;;;;;;;;;;
INV;5;B;1;a;N2O;Gg;85,22;63,08;48,78;51,86;58,84;69,36;79,59;99,86;100,18;110,35;137,31;151,41;185,55;197,52;236,31;245,29;261,55;276,79;302,03;313,01;324,17;307,07;295,02;271,74;248,43;261,01;256,31;256,74;232,61;212,51;212,51;0,29;0,21;0,16;0,17;0,20;0,23;0,27;0,34;0,34;0,37;0,46;0,51;0,62;0,66;0,79;0,82;0,88;0,93;1,01;1,05;1,09;1,03;0,99;0,91;0,83;0,88;0,86;0,86;0,78;0,71;0,71;;;;;;;;;;
INV;5;B;2;a;CH4;Gg;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,35;0,84;1,38;1,38;1,05;1,52;2,88;7,54;7,18;11,13;15,38;27,18;32,96;31,64;22,25;23,92;24,96;22,97;22,94;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,03;0,06;0,06;0,04;0,06;0,12;0,30;0,29;0,45;0,62;1,09;1,32;1,27;0,89;0,96;1,00;0,92;0,92;;;;;;;;;;
INV;5;C;1;1;CH4;Gg;0,04;0,05;0,06;0,06;0,09;0,10;0,10;0,09;0,10;0,10;0,17;0,13;0,17;0,19;0,10;0,10;0,10;0,22;0,22;0,15;0,15;0,15;0,18;0,12;0,13;0,14;0,13;0,13;0,12;0,12;0,12;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,01;0,01;0,01;0,00;0,00;0,00;0,01;0,01;0,01;0,01;0,01;0,01;0,00;0,01;0,01;0,01;0,01;0,00;0,00;0,00;;;;;;;;;;
INV;5;C;1;1;N2O;Gg;5,19;6,14;6,98;7,99;11,46;11,88;12,02;11,81;12,68;12,44;21,35;17,25;20,97;22,90;12,19;12,33;12,67;27,85;27,44;18,99;19,32;19,15;23,20;15,55;16,52;17,03;16,54;16,01;15,65;15,46;15,57;0,02;0,02;0,02;0,03;0,04;0,04;0,04;0,04;0,04;0,04;0,07;0,06;0,07;0,08;0,04;0,04;0,04;0,09;0,09;0,06;0,06;0,06;0,08;0,05;0,06;0,06;0,06;0,05;0,05;0,05;0,05;;;;;;;;;;
